"#dataset-key","rights"
5d283bb6-64dd-4626-8b3b-a4e8db5415c3,not supplied
b8ed9b7c-5b73-4e6d-a6e1-b0911a09f947,"Oregon State University data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curator of the appropriate collection. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and Oregon State University notified. Oregon State University and its staff are not responsible for damages, injury or loss due to the use of these data."
bd92e852-0fec-4679-82c2-b7e4ba66c48e,"Copyright 2013, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the The Flora of County Wexford dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'"
87fca6a4-11ec-4799-a668-8461a554f86b,Data from this dataset may be used and shared freely when the creators of the data are attributed correctly.
66e4892a-fe5a-4be9-9ce4-dc86d71cd639,Este trabajo está bajo una licencia Creative Commons Zero (CC0) 1.0  http://creativecommons.org/publicdomain/zero/1.0/legalcode
aad4d5bf-a6f0-4feb-b963-24c5aa65abd1,"Copyright 2013, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the Inland Fisheries Ireland data on freshwater fish in Irish lakes dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'"
8119093b-edeb-416e-b15f-6ae94fbe07d5,not supplied
489cf485-b8de-4d38-a01a-6f426c658222,not supplied
dfb4510e-068e-4a59-a1e6-9a9991b78e50,not supplied
bc90c297-625c-4cc5-8def-d62368ca83a7,not supplied
18afcccd-bdcc-48b6-8b5e-62188133d5cc,not supplied
8fd60078-620a-40a6-b565-0b093778e0fe,not supplied
870afa50-180e-4153-b1b7-ec437ede20cb,"Copyright 2013, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the Rare marine fishes taken in Irish waters from 1786 to 2008 dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'"
f4230399-51b8-4862-8991-93d6ba11406f,http://creativecommons.org/licenses/by-sa/3.0/
5244b909-0d77-4f25-893f-baa50adeaacf,"Copyright 2013, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the Aquatic Oligochaeta of Ireland dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'"
