key,owningOrganizationKey,numberOfOccurrences,rights,standard license,use,distribution,derivatives,commercial,attribution,share alike,notification
bd92e852-0fec-4679-82c2-b7e4ba66c48e,d2b97690-bfd6-11de-b279-d52977ace833,342156,"Copyright 2013, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the The Flora of County Wexford dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'",false,true,true,true,true,true,?,false
87fca6a4-11ec-4799-a668-8461a554f86b,8629d002-c1cf-4c61-9895-55ca7cd0e149,783,Data from this dataset may be used and shared freely when the creators of the data are attributed correctly.,false,true,true,true,true,true,?,false
66e4892a-fe5a-4be9-9ce4-dc86d71cd639,a2f1c6f5-88de-4fc5-891a-336259f32f4e,1737,Este trabajo está bajo una licencia Creative Commons Zero (CC0) 1.0  http://creativecommons.org/publicdomain/zero/1.0/legalcode,true,true,true,true,true,false,false,false
aad4d5bf-a6f0-4feb-b963-24c5aa65abd1,d2b97690-bfd6-11de-b279-d52977ace833,6035,"Copyright 2013, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the Inland Fisheries Ireland data on freshwater fish in Irish lakes dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'",false,true,true,true,true,true,?,false
8119093b-edeb-416e-b15f-6ae94fbe07d5,bb922300-7ddb-11de-a300-90ac77aa923f,284,not supplied,false,?,?,?,?,?,?,?
489cf485-b8de-4d38-a01a-6f426c658222,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,16568,not supplied,false,?,?,?,?,?,?,?
dfb4510e-068e-4a59-a1e6-9a9991b78e50,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,5164,not supplied,false,?,?,?,?,?,?,?
bc90c297-625c-4cc5-8def-d62368ca83a7,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,8760,not supplied,false,?,?,?,?,?,?,?
18afcccd-bdcc-48b6-8b5e-62188133d5cc,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,190,not supplied,false,?,?,?,?,?,?,?
8fd60078-620a-40a6-b565-0b093778e0fe,bb922300-7ddb-11de-a300-90ac77aa923f,6,not supplied,false,?,?,?,?,?,?,?
870afa50-180e-4153-b1b7-ec437ede20cb,d2b97690-bfd6-11de-b279-d52977ace833,1135,"Copyright 2013, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the Rare marine fishes taken in Irish waters from 1786 to 2008 dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'",false,true,true,true,true,true,?,false
f4230399-51b8-4862-8991-93d6ba11406f,1cd669d0-80ea-11de-a9d0-f1765f95f18b,5860,http://creativecommons.org/licenses/by-sa/3.0/,true,true,true,true,true,true,true,false
5244b909-0d77-4f25-893f-baa50adeaacf,d2b97690-bfd6-11de-b279-d52977ace833,1426,"Copyright 2013, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the Aquatic Oligochaeta of Ireland dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'",false,true,true,true,true,true,?,false
0bbc5ba0-d7f8-11e2-95e7-00145eb45e9a,0674aea0-a7e1-11d8-9534-b8a03c50a862,27060,© Zoologische Staatssammlung München,false,?,?,?,?,?,?,?
81e8220f-927a-4d06-8066-eb4a06cff8af,d2b97690-bfd6-11de-b279-d52977ace833,88,"Copyright 2013, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the North-west Ireland Machair Breeding Waders 2009. dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'",false,true,true,true,true,true,?,false
be7ebcf3-6053-4e00-9c07-989cf2d56b2d,d2b97690-bfd6-11de-b279-d52977ace833,182,"Copyright 2013, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the National Newt Survey dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'",false,true,true,true,true,true,?,false
23c19568-ce32-4f9b-bb22-bebc45887c5a,d2b97690-bfd6-11de-b279-d52977ace833,73,"Copyright 2013, National Biodiversity Data Centre, Waterford, Ireland. The information is free to use by individuals provided the owners of the data are acknowledged in any use of publication, or that the use of the data is cited in the following format - 'Data from the Trichoptera (caddisflies) of Ireland dataset held by the National Biodiversity Data Centre www.biodiversityireland.ie, [insert date]'",false,true,true,true,true,true,?,false
69d34c60-554c-4db3-82fb-fb091ebd7eff,b62390e0-0e35-11d9-8431-b8a03c50a862,1030,not supplied,false,?,?,?,?,?,?,?
97bd086a-cf43-11e2-a9b3-00145eb45e9a,0674aea0-a7e1-11d8-9534-b8a03c50a862,21728,© Jena Microbial Resource Collection (JMRC) at Leibniz Institute for Natural Product Research and Infection Biology e.V. Hans-Knöll-Institute (HKI) and Friedrich Schiller University Jena,false,?,?,?,?,?,?,?
45345d1e-7284-4086-bb8a-0c973f7871bc,eac88d99-9f6c-4031-8fc4-8088f0e0dfe7,0,Este trabajo está bajo una licencia Creative Commons Zero (CC0) 1.0  http://creativecommons.org/publicdomain/zero/1.0/legalcode,true,true,true,true,true,false,false,false
0e7bd6f7-7fc6-4150-a531-2209f7156a91,8629d002-c1cf-4c61-9895-55ca7cd0e149,1654,Data from this dataset may be used and shared freely when the creators of the data are attributed correctly.,false,true,true,true,true,true,?,false
32ab1d81-9131-45e3-ae74-69dd696341ea,8629d002-c1cf-4c61-9895-55ca7cd0e149,1287,Data from this dataset may be used and shared freely when the creators of the data are attributed correctly.,false,true,true,true,true,true,?,false
9dae1fa0-5800-4f18-8f4e-a87f05c73eb1,fb10a11f-4417-41c8-be6a-13a5c8535122,1165,This work is licensed under a Creative Commons CCZero 1.0 License http://creativecommons.org/publicdomain/zero/1.0/legalcode,true,true,true,true,true,false,false,false
bbd0d2ad-053f-4041-894d-7426b322518a,07f617d0-c688-11d8-bf62-b8a03c50a862,377420,not supplied,false,?,?,?,?,?,?,?
4281cf19-675f-478e-9059-9e1e6409f493,07f617d0-c688-11d8-bf62-b8a03c50a862,223522,not supplied,false,?,?,?,?,?,?,?
8e70f647-d22e-4b48-b47a-c832cb111e95,07f617d0-c688-11d8-bf62-b8a03c50a862,95798,not supplied,false,?,?,?,?,?,?,?
ac41e54f-2c17-4a28-94c0-4532f696d4df,07f617d0-c688-11d8-bf62-b8a03c50a862,51714,not supplied,false,?,?,?,?,?,?,?
0bde8f26-2b00-43aa-b7e1-f376cdd881ca,07f617d0-c688-11d8-bf62-b8a03c50a862,38543,not supplied,false,?,?,?,?,?,?,?
cd1f16e2-69e3-40d4-bb9d-a651d62e0a16,07f617d0-c688-11d8-bf62-b8a03c50a862,16102,not supplied,false,?,?,?,?,?,?,?
